timestamp,cpu_usage,network_rx_rps,memory_usage_mb,restart_rate,label
2026-04-14 18:57:00,0.2465,8.6231,1761.9102,0.0,1
2026-04-14 18:57:15,0.2131,9.3713,1761.8867,0.0,1
2026-04-14 18:57:31,0.2655,8.9239,1756.0547,0.0,1
2026-04-14 18:57:46,0.2373,10.6838,1748.9531,0.0,1
2026-04-14 18:58:01,0.4092,736.2448,1893.2266,0.0,1
2026-04-14 18:58:17,0.6575,1683.2094,1822.4453,0.0218,1
2026-04-14 18:58:32,0.7761,2477.6512,1868.3906,0.0305,1
2026-04-14 18:58:48,0.5972,1900.3462,1828.207,0.0,1
2026-04-14 18:59:03,0.4606,1305.7491,1832.8125,0.0,1
2026-04-14 18:59:19,0.3825,921.4508,1813.3008,0.0333,1
2026-04-14 18:59:34,0.4488,1006.863,1836.9258,0.0333,1
2026-04-14 18:59:49,0.6517,1934.7852,1870.043,0.0,1
2026-04-14 19:00:05,0.7665,2352.3363,1867.3203,0.0,1
2026-04-14 19:00:21,0.7515,2184.5973,1868.4766,0.0,1
2026-04-14 19:00:36,0.6574,1668.9143,1869.875,0.0,1
2026-04-14 19:00:52,0.6563,1823.7812,1847.5586,0.0,1
2026-04-14 19:01:07,0.6618,1920.3407,1869.1016,0.0,1
2026-04-14 19:01:22,0.748,2073.2764,1850.5703,0.0,1
2026-04-14 19:01:38,0.7235,2240.4114,1856.3359,0.0,1
2026-04-14 19:01:53,0.6954,1930.8784,1865.8828,0.0,1
2026-04-14 19:02:09,0.618,1665.3254,1866.168,0.0,1
2026-04-14 19:02:24,0.588,1985.2166,1880.9961,0.0,1
2026-04-14 19:02:40,0.6903,2238.8871,1883.4062,0.0,1
2026-04-14 19:02:55,0.7396,2387.0463,1891.7891,0.0,1
2026-04-14 19:03:10,0.6095,2012.338,885.4727,0.0183,1
2026-04-14 19:03:26,0.5145,1787.6508,1010.9141,0.0268,1
2026-04-14 19:03:41,0.6166,2304.3063,1089.8477,0.0,1
2026-04-14 19:03:57,0.7019,2211.5646,1170.1289,0.0,1
2026-04-14 19:04:12,0.5376,1149.6788,1174.1328,0.0333,1
2026-04-14 19:04:27,0.3709,658.7787,1193.2266,0.0333,1
2026-04-14 19:04:43,0.426,920.7955,1238.9062,0.0,1
2026-04-14 19:04:58,0.4129,1115.8013,1262.2812,0.0,1
2026-04-14 19:05:14,0.4263,868.3876,1240.3359,0.0,1
2026-04-14 19:05:29,0.3309,439.0113,1254.6406,0.0,1
2026-04-14 19:05:44,0.334,372.0241,1319.3398,0.0333,1
2026-04-14 19:06:00,0.5847,1044.9183,1422.0703,0.0333,1
2026-04-14 19:06:15,0.6653,1708.7897,1443.1133,0.0,1
2026-04-14 19:06:31,0.554,1175.1882,1522.3789,0.0,1
2026-04-14 19:06:46,0.2979,474.619,1612.2188,0.0,1
2026-04-14 19:07:01,0.2771,360.8682,1616.8867,0.0,1
2026-04-14 19:07:17,0.4021,643.8221,1668.0117,0.0,1
2026-04-14 19:07:32,0.4693,702.0208,1785.5625,0.0,1
2026-04-14 19:07:48,0.4705,945.2056,1805.8516,0.0333,1
2026-04-14 19:08:03,0.4571,1096.8739,1773.2227,0.0333,1
2026-04-14 19:08:18,0.4455,1419.4856,783.4531,0.0,1
2026-04-14 19:08:34,0.26,1240.3756,791.9219,0.0,1
2026-04-14 19:08:49,0.3013,848.3278,964.4414,0.0333,1
2026-04-14 19:09:05,0.3011,507.9641,1075.0664,0.0333,1
2026-04-14 19:09:20,0.3515,383.124,1062.332,0.0,1
2026-04-14 19:09:36,0.3702,474.1298,1142.0312,0.0,1
2026-04-14 19:09:51,0.3052,434.7435,1134.8984,0.0,1
2026-04-14 19:10:07,0.3106,313.6761,1158.6289,0.0,1
2026-04-14 19:10:22,0.2584,267.6645,1184.1445,0.0,1
2026-04-14 19:10:38,0.3178,542.6308,1188.7891,0.0,1
2026-04-14 19:10:53,0.4397,655.1436,1286.6445,0.0,1
2026-04-14 19:11:09,0.4051,655.9423,1321.5234,0.0333,1
2026-04-14 19:11:24,0.4443,1165.4641,1399.9922,0.0333,1
2026-04-14 19:11:40,0.5325,1342.6068,1457.9531,0.0,1
2026-04-14 19:11:55,0.3936,950.3552,1459.7188,0.0,1
